Cleaned_data
1Feb2024_data,,,,,,,,,,,,,,,,,,,,,,,,,,
Accession,Description,Classification,Genome Length (bp),Jumbophage,molGC (%),Molecule,Modification Date,Number CDS,Positive Strand (%),Negative Strand (%),Coding Capacity (%),Low Coding Capacity Warning,tRNAs,Host,Lowest Taxa,Genus,Sub-family,Family,Order,Class,Phylum,Kingdom,Realm,Baltimore Group,Genbank Division,Isolation Host (beware inconsistent and nonsense values)
HM753688,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.764,ss-DNA,01-JUL-2011,6,100,0,65.8373561084293,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Salmonella sp.
HM753687,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5387,FALSE,44.849,ss-DNA,01-JUL-2011,6,100,0,65.825134583256,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Salmonella sp.
HM753686,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.801,ss-DNA,01-JUL-2011,6,100,0,65.8373561084293,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Salmonella sp.
HM753685,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5387,FALSE,44.774,ss-DNA,01-JUL-2011,6,100,0,65.825134583256,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli
HM753684,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5387,FALSE,44.737,ss-DNA,01-JUL-2011,6,100,0,65.825134583256,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli
HM753683,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5387,FALSE,44.774,ss-DNA,01-JUL-2011,6,100,0,65.825134583256,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli
HM753682,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5387,FALSE,44.830,ss-DNA,01-JUL-2011,6,100,0,65.825134583256,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli
HM753681,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5387,FALSE,44.737,ss-DNA,01-JUL-2011,6,100,0,65.825134583256,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli
HM753680,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5387,FALSE,44.774,ss-DNA,01-JUL-2011,6,100,0,65.825134583256,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli
HM753679,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.764,ss-DNA,01-JUL-2011,6,100,0,65.8373561084293,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Salmonella sp.
HM753678,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.838,ss-DNA,01-JUL-2011,6,100,0,65.8373561084293,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Salmonella sp.
HM753677,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.783,ss-DNA,01-JUL-2011,6,100,0,65.8373561084293,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli
HM753676,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.764,ss-DNA,01-JUL-2011,6,100,0,65.8373561084293,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli
HM753675,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.709,ss-DNA,01-JUL-2011,6,100,0,65.8373561084293,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Salmonella sp.
HM753674,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.727,ss-DNA,01-JUL-2011,6,100,0,65.8373561084293,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Salmonella sp.
HM753673,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.727,ss-DNA,01-JUL-2011,6,100,0,65.8373561084293,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Salmonella sp.
HM753672,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.727,ss-DNA,01-JUL-2011,6,100,0,65.8373561084293,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Salmonella sp.
HM753671,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.764,ss-DNA,01-JUL-2011,6,100,0,65.8373561084293,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Salmonella sp.
HM753670,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.746,ss-DNA,01-JUL-2011,6,100,0,65.8373561084293,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Salmonella sp.
HM753669,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.727,ss-DNA,01-JUL-2011,6,100,0,65.8373561084293,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Salmonella sp.
HM753668,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.746,ss-DNA,01-JUL-2011,6,100,0,65.8373561084293,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli
HM753667,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.746,ss-DNA,01-JUL-2011,6,100,0,65.8373561084293,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli
HM753666,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.709,ss-DNA,01-JUL-2011,6,100,0,65.8373561084293,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli
HM753665,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.746,ss-DNA,01-JUL-2011,6,100,0,65.8373561084293,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli
HM753664,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.746,ss-DNA,01-JUL-2011,6,100,0,65.8373561084293,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli
HM753663,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.709,ss-DNA,01-JUL-2011,6,100,0,65.8373561084293,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Salmonella sp.
HM753662,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.746,ss-DNA,01-JUL-2011,6,100,0,65.8373561084293,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Salmonella sp.
HM753661,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.746,ss-DNA,01-JUL-2011,6,100,0,65.8373561084293,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Salmonella sp.
HM753660,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.746,ss-DNA,01-JUL-2011,6,100,0,65.8373561084293,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Salmonella sp.
HM753659,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.727,ss-DNA,01-JUL-2011,6,100,0,65.8373561084293,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli
HM753658,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.727,ss-DNA,01-JUL-2011,6,100,0,65.8373561084293,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli
AY769964,Chlamydia phage 4,Chlamydia phage 4 Chlamydiamicrovirus Gokushovirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,4530,FALSE,41.170,DNA,22-JUN-2011,5,100,0,85.5629139072848,NA,0,Chlamydia,Chlamydiamicrovirus,Chlamydiamicrovirus,Gokushovirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Chlamydophila abortus
AF176034,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.709,DNA,18-FEB-2004,6,100,0,65.8373561084293,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
AF176033,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5388,FALSE,44.655,DNA,18-FEB-2004,6,100,0,65.8129175946548,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
AF176032,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5359,FALSE,44.598,DNA,18-FEB-2004,6,100,0,66.1690613920508,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
AF176031,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.653,DNA,18-FEB-2004,6,100,0,65.8373561084293,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
AF176030,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5359,FALSE,44.523,DNA,18-FEB-2004,6,100,0,66.1690613920508,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
AF176029,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.671,DNA,18-FEB-2004,6,100,0,65.8373561084293,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
AF176028,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5359,FALSE,44.598,DNA,18-FEB-2004,6,100,0,66.1690613920508,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
AF176027,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.727,DNA,18-FEB-2004,6,100,0,65.8373561084293,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
HM775311,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5359,FALSE,44.430,DNA,24-AUG-2010,6,100,0,66.1690613920508,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
HM775310,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5359,FALSE,44.598,DNA,24-AUG-2010,6,100,0,66.1690613920508,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
HM775309,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5359,FALSE,44.542,DNA,24-AUG-2010,6,100,0,66.1690613920508,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
HM775308,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.560,DNA,24-AUG-2010,6,100,0,65.8373561084293,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
HM775307,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.727,DNA,24-AUG-2010,6,100,0,65.8373561084293,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
HM775306,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.709,DNA,24-AUG-2010,6,100,0,65.8373561084293,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
GU385905,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.727,ss-DNA,09-APR-2010,6,100,0,65.8373561084293,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli
FJ849058,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.727,DNA,09-APR-2010,6,100,0,65.8373561084293,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
AF454431,Escherichia phage G4,Escherichia phage G4 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.616,DNA,04-APR-2005,6,100,0,93.4373318988704,NA,0,Escherichia,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
AF306496,Bdellovibrio phage phiMH2K,Bdellovibrio phage phiMH2K Bdellomicrovirus MH2K Bdellomicrovirus Gokushovirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,4594,FALSE,46.104,DNA,30-JAN-2002,4,100,0,65.4331737048324,NA,0,Bdellovibrio,Bdellomicrovirus,Bdellomicrovirus,Gokushovirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Bdellovibrio bacteriovorus
GQ153923,Escherichia phage G4,Escherichia phage G4 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.562,DNA,31-OCT-2009,6,100,0,93.4373318988704,NA,0,Escherichia,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
GQ153921,Escherichia phage G4,Escherichia phage G4 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.186,DNA,31-OCT-2009,6,100,0,80.6706114398422,NA,0,Escherichia,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,SYN,Unspecified
GQ153920,Escherichia phage G4,Escherichia phage G4 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.257,DNA,31-OCT-2009,6,100,0,80.6706114398422,NA,0,Escherichia,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,SYN,Unspecified
GQ153915,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.709,DNA,31-OCT-2009,6,100,0,65.8373561084293,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
GQ153914,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.634,DNA,31-OCT-2009,6,100,0,65.8373561084293,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,SYN,Unspecified
GQ153913,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.653,DNA,31-OCT-2009,6,100,0,66.0415893056071,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,SYN,Unspecified
